student_id,name,email,department,dept_code,year,semester,archetype_id,cgpa,sgpa_current,attendance_pct,backlog_count,programming_score,dsa_score,aptitude_score,logical_score,verbal_score,communication_score,core_ece_score,core_mech_score,projects_count,projects_avg_completion,internships_count,internships_tasks_completed,certifications_count,training_hours_total,online_problems_attempted,online_problems_solved,online_easy_solved,online_medium_solved,online_hard_solved,online_coding_accuracy,online_contest_rating,online_contests_count,online_coding_streak,software_skill_gaps,core_ece_skill_gaps,readiness_composite_score,is_placement_ready,c_completion,c_score,c++_completion,c++_score,java_completion,java_score,python_completion,python_score,javascript_completion,javascript_score,sql_completion,sql_score
SP2026AIM1301,Divya Sen,divya.sen1301@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,2,8.03,7.7,80.3,0,80.4,74.0,85.3,82.6,54.8,46.5,21.9,15.9,2,71.8,0,0,1,68,185,144,74,58,12,77.8,1870,18,7,2,0,69.6,1,85.5,79.6,80.4,85.4,86.9,82.1,77.9,77.8,70.5,78.6,65.9,62.4
SP2026IT1302,Elena Menon,elena.menon1302@skillpilot.edu,Information Technology (IT),IT,3,6,7,6.09,6.27,70.2,0,60.1,51.0,49.8,51.5,66.4,63.3,44.9,19.6,3,66.1,1,2,3,60,70,54,28,19,7,77.1,1601,12,0,6,0,63.0,0,38.3,67.1,64.0,61.4,56.7,56.0,57.5,64.2,36.3,41.5,43.0,40.8
SP2026CSE1303,Vikram Kulkarni,vikram.kulkarni1303@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,3,8.51,8.58,84.5,0,63.5,54.7,74.2,70.1,73.3,74.7,31.7,28.5,2,63.5,1,2,2,71,74,61,30,26,5,82.4,1659,15,1,6,0,71.3,1,41.5,56.1,54.5,67.9,65.1,61.0,58.5,57.0,71.0,61.5,55.2,68.1
SP2026MEC1304,Kiran Nair,kiran.nair1304@skillpilot.edu,Mechanical Engineering,MECH,4,8,3,8.84,8.82,81.3,0,44.7,37.8,74.2,59.6,76.6,68.7,28.8,91.8,2,73.7,0,0,3,43,87,79,41,33,5,90.8,1573,9,4,8,0,59.2,0,25.9,51.7,22.2,24.3,35.9,47.4,33.3,33.6,50.5,32.8,40.1,53.9
SP2026IT1305,Anushka Nair,anushka.nair1305@skillpilot.edu,Information Technology (IT),IT,4,7,1,7.13,7.01,80.8,1,89.1,99.5,85.4,93.2,65.6,62.8,42.2,34.7,2,83.7,0,0,2,64,714,568,271,215,82,79.6,2295,28,41,0,0,65.5,0,90.3,83.9,90.7,89.9,86.0,84.4,88.6,92.5,79.9,84.9,67.1,76.4
SP2026AID1306,Ishaan Rao,ishaan.rao1306@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,5,7.93,7.69,76.6,0,93.1,79.2,77.4,79.8,82.8,88.7,32.4,20.8,4,98.2,1,3,6,113,330,271,131,117,23,82.1,1963,17,7,1,0,85.9,1,71.0,70.6,97.1,86.9,86.1,86.1,98.7,92.5,80.4,94.5,80.5,87.0
SP2026ECE1307,Yash Das,yash.das1307@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,7,0,9.46,9.6,97.8,0,39.6,34.7,78.7,63.3,67.3,68.8,70.8,39.2,2,69.0,0,0,1,70,86,72,35,25,12,83.7,1537,7,12,9,2,60.9,0,72.6,74.4,65.8,63.6,31.5,16.6,18.1,17.4,21.0,22.4,27.2,47.9
SP2026CIV1308,Pranav Agarwal,pranav.agarwal1308@skillpilot.edu,Civil Engineering,CIVIL,3,5,6,8.78,8.83,92.1,0,69.7,67.7,91.3,82.5,83.0,87.4,29.1,75.0,4,93.4,1,5,3,150,593,479,209,171,99,80.8,1966,17,8,4,0,85.0,1,61.6,48.0,77.6,76.6,50.4,78.6,73.3,49.1,78.4,72.6,72.7,56.3
SP2026ECE1309,Neha Patel,neha.patel1309@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,7,6,9.55,9.88,86.1,0,92.3,92.2,89.1,93.4,82.1,81.0,63.8,29.5,3,90.2,2,5,5,106,617,485,237,211,37,78.6,2193,26,35,0,3,93.0,1,68.1,61.7,67.1,65.5,75.2,71.0,98.2,68.1,96.9,99.6,83.4,93.2
SP2026ECE1310,Arjun Bhat,arjun.bhat1310@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,3,8.25,8.24,86.6,0,61.2,47.1,74.1,63.9,78.5,72.3,87.1,28.6,3,72.9,1,4,2,43,132,119,62,52,5,90.2,1603,13,6,6,1,71.9,1,89.1,92.3,84.3,90.1,55.7,39.3,55.2,58.6,39.0,60.0,63.1,53.4
SP2026IT1311,Akash Menon,akash.menon1311@skillpilot.edu,Information Technology (IT),IT,4,8,5,8.06,8.09,80.8,0,86.6,74.4,79.5,74.4,85.9,86.8,23.5,16.9,5,90.8,0,0,6,124,263,217,118,93,6,82.5,1901,19,23,2,0,83.5,1,77.8,63.2,84.2,92.3,82.9,87.4,79.6,82.4,83.7,63.8,69.3,88.2
SP2026ECE1312,Divya Verma,divya.verma1312@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,6,7,7.02,6.99,72.7,0,47.5,46.5,63.0,54.9,71.2,68.1,58.9,36.3,3,68.9,1,3,1,47,97,74,37,29,8,76.3,1578,9,11,7,3,64.7,0,56.9,57.0,51.3,64.5,37.6,38.7,56.5,53.3,45.2,35.2,42.7,30.0
SP2026ECE1313,Sneha Singh,sneha.singh1313@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,7,7.08,7.13,74.2,0,56.4,46.2,48.9,52.3,57.0,54.6,78.1,43.5,3,67.5,1,4,3,88,39,35,17,12,6,89.7,1608,10,7,6,1,62.5,0,80.6,77.4,85.0,70.6,57.8,47.0,31.4,55.6,49.9,50.2,56.2,66.0
SP2026EEE1314,Tanvi Sharma,tanvi.sharma1314@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,7,0,8.87,8.9,94.7,0,41.4,30.1,80.4,56.3,75.1,74.3,61.7,41.5,2,73.1,0,0,1,42,56,45,24,17,4,80.4,1480,11,4,8,3,58.3,0,21.5,17.2,37.0,23.9,40.6,34.4,20.7,35.5,24.7,26.2,17.4,32.4
SP2026AID1315,Gaurav Verma,gaurav.verma1315@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,4,7,2,8.23,7.87,87.5,0,67.5,72.9,88.5,82.8,56.4,52.4,22.4,34.2,3,71.0,0,0,1,52,218,191,91,85,15,87.6,1836,16,1,3,0,72.6,1,53.1,52.2,65.8,72.5,75.4,69.8,71.6,63.6,56.0,71.0,61.5,73.9
SP2026CIV1316,Rohan Patel,rohan.patel1316@skillpilot.edu,Civil Engineering,CIVIL,3,5,2,7.31,7.26,83.2,0,43.8,46.5,94.8,77.9,37.1,46.4,36.7,67.8,2,75.3,0,0,2,86,136,119,54,44,21,87.5,1588,8,11,7,0,60.0,0,20.4,25.6,46.2,21.1,20.0,39.5,28.6,26.3,39.3,44.9,53.5,18.9
SP2026AIM1317,Priya Kumar,priya.kumar1317@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,5,6,9.35,9.25,90.4,0,100.0,98.3,93.7,90.9,98.6,92.1,21.7,32.2,4,91.4,1,5,4,159,339,290,131,103,56,85.5,2123,25,28,0,0,95.5,1,98.8,82.0,100.0,100.0,91.3,94.0,91.6,95.9,91.2,94.5,77.7,83.1
SP2026IT1318,Bhavya Sen,bhavya.sen1318@skillpilot.edu,Information Technology (IT),IT,3,5,0,9.32,9.32,90.2,0,49.9,37.2,75.3,61.8,75.5,82.6,21.4,28.3,2,73.9,0,0,2,58,84,76,30,33,13,90.5,1565,13,9,8,0,63.2,0,37.5,30.6,42.0,45.0,44.9,53.5,52.5,51.6,39.9,39.2,38.7,46.0
SP2026EEE1319,Bhavya Verma,bhavya.verma1319@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,8,1,7.71,7.63,77.9,1,83.0,81.0,85.3,86.6,72.9,69.0,68.4,37.5,2,81.1,2,4,1,85,574,432,222,185,25,75.3,2112,20,14,2,2,72.1,1,63.8,85.3,63.7,72.8,82.6,84.0,65.0,62.8,81.8,83.3,68.1,80.2
SP2026CSE1320,Manish Sen,manish.sen1320@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,7,6.06,6.24,68.6,2,50.6,51.8,56.8,58.8,57.4,56.4,21.4,26.9,3,71.4,0,0,1,60,35,29,13,12,4,82.9,1564,12,0,7,0,32.8,0,43.0,26.8,56.8,47.2,52.4,56.0,58.6,46.4,59.3,29.5,57.5,59.8
SP2026AID1321,Meera Iyer,meera.iyer1321@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,5,7.99,8.15,83.0,0,79.2,75.3,82.4,78.2,77.6,77.6,28.9,27.3,3,94.1,1,3,3,135,172,144,64,61,19,83.7,1839,14,8,2,0,81.1,1,73.3,58.0,77.7,71.2,71.5,71.8,73.7,80.9,61.2,61.2,56.7,64.2
SP2026AID1322,Sneha Sen,sneha.sen1322@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,6,5,7.67,7.37,79.7,0,95.3,77.6,77.2,77.3,73.3,71.0,32.5,18.6,4,88.1,1,3,5,85,256,195,88,80,27,76.2,1909,18,15,1,0,82.2,1,73.4,93.5,88.0,90.1,100.0,98.2,100.0,99.8,76.7,77.2,95.1,83.6
SP2026AID1323,Divya Kapoor,divya.kapoor1323@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,4,8,0,9.03,9.06,90.8,0,55.9,36.7,83.3,65.2,67.7,64.8,37.4,15.2,2,67.4,1,2,1,67,119,90,36,34,20,75.6,1489,7,10,7,0,68.2,0,37.6,39.2,63.2,51.4,53.7,56.7,47.1,54.2,34.8,32.0,31.1,54.2
SP2026IT1324,Neha Singh,neha.singh1324@skillpilot.edu,Information Technology (IT),IT,3,5,4,8.36,8.03,86.8,0,95.9,78.5,75.0,73.5,87.4,85.7,20.1,21.8,2,81.6,1,4,3,73,314,267,145,100,22,85.0,1941,19,13,1,0,82.9,1,74.4,100.0,99.5,98.3,99.4,97.6,93.1,90.8,91.1,82.6,88.1,75.1
SP2026CSE1325,Pooja Pillai,pooja.pillai1325@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,4,7.23,7.44,80.8,0,87.7,89.6,86.3,90.2,82.1,81.8,28.8,23.3,1,73.9,1,3,2,69,384,316,127,119,70,82.3,2019,19,22,1,0,79.9,1,80.2,96.9,80.6,91.6,92.0,83.5,91.1,92.7,70.8,74.1,64.3,81.8
SP2026IT1326,Harsh Banerjee,harsh.banerjee1326@skillpilot.edu,Information Technology (IT),IT,4,8,2,7.39,7.09,83.1,0,74.6,64.1,91.7,83.6,52.4,48.1,32.6,28.1,3,77.7,0,0,1,82,186,165,81,73,11,88.7,1771,15,24,4,0,71.3,1,70.0,66.2,79.5,78.9,81.3,68.2,76.0,75.1,64.0,60.9,81.4,67.8
SP2026AIM1327,Zoya Deshmukh,zoya.deshmukh1327@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,6,5,8.02,7.69,77.3,0,91.3,73.7,70.8,74.3,74.5,77.2,32.6,20.7,5,85.0,0,0,4,91,204,161,83,58,20,78.9,1864,16,33,1,0,81.3,1,96.3,71.0,93.3,86.9,86.0,93.6,98.5,96.9,88.7,84.1,67.3,79.0
SP2026CSE1328,Vikram Pillai,vikram.pillai1328@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,1,7.33,7.46,80.1,1,100.0,99.0,84.8,86.7,65.6,67.8,38.8,29.9,3,75.5,1,4,1,105,544,477,252,203,22,87.7,2244,24,24,0,0,76.1,1,75.8,100.0,93.3,100.0,92.5,100.0,93.9,100.0,87.9,79.2,83.4,100.0
SP2026CIV1329,Marcus Banerjee,marcus.banerjee1329@skillpilot.edu,Civil Engineering,CIVIL,4,8,5,8.4,8.75,86.8,0,73.7,62.8,80.4,72.0,72.7,81.4,20.6,74.8,5,94.4,1,3,5,100,245,187,91,76,20,76.3,1781,12,12,4,0,79.6,1,61.5,69.2,68.0,61.1,77.0,80.7,78.2,53.5,78.2,60.0,74.2,66.3
SP2026EEE1330,Zoya Reddy,zoya.reddy1330@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,5,3,8.15,8.51,85.1,0,60.2,35.3,71.3,60.5,74.0,79.7,62.9,38.8,2,79.9,0,0,1,78,101,77,38,27,12,76.2,1546,8,1,7,3,61.9,0,65.9,59.4,57.5,64.5,44.7,54.7,48.4,52.6,63.8,37.0,57.7,42.7
SP2026AIM1331,Akash Nair,akash.nair1331@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,7,6,9.32,9.4,88.7,0,95.7,99.1,81.7,88.8,83.0,85.3,28.3,21.5,4,91.6,2,5,3,100,295,254,112,88,54,86.1,2083,23,36,0,0,92.3,1,76.8,89.2,86.2,91.0,87.3,88.9,96.3,97.1,95.0,86.3,82.6,100.0
SP2026CSE1332,Kiran Banerjee,kiran.banerjee1332@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,6,9.33,9.56,92.3,0,88.4,88.2,85.3,90.3,93.6,94.3,41.2,27.5,4,95.6,1,4,3,123,537,434,181,192,61,80.8,2161,26,15,0,0,92.5,1,84.2,70.1,79.8,86.5,89.6,89.3,93.5,82.2,91.6,68.6,89.9,93.8
SP2026CSE1333,Yash Sen,yash.sen1333@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,5,8.51,8.26,85.4,0,92.9,82.7,71.3,78.5,86.4,90.7,36.4,26.2,5,98.1,1,3,5,83,259,218,90,81,47,84.2,1956,18,2,1,0,86.4,1,96.8,93.9,94.7,95.0,83.6,93.5,87.8,97.6,100.0,98.9,96.5,79.1
SP2026CSE1334,Manish Bhat,manish.bhat1334@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,7,6.5,6.8,69.9,2,63.1,39.0,63.8,57.1,49.9,53.0,30.4,26.0,2,83.7,0,0,2,55,111,90,47,38,5,81.1,1591,11,12,7,0,30.7,0,55.7,49.5,53.6,68.1,70.6,69.0,58.0,65.7,56.0,67.8,53.5,71.8
SP2026AID1335,Tanvi Sen,tanvi.sen1335@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,4,7,4,7.25,6.9,83.2,0,93.0,82.2,77.3,79.8,79.6,84.5,35.4,15.1,3,66.6,0,0,3,50,449,345,150,137,58,76.8,2061,19,20,1,0,79.7,1,90.9,96.8,99.5,85.4,100.0,98.0,93.0,85.1,70.6,70.6,76.7,82.3
SP2026AIM1336,Vikram Kapoor,vikram.kapoor1336@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,3,6,3,7.88,8.16,81.6,0,61.9,43.6,83.7,69.4,67.7,69.3,41.4,19.6,1,84.3,0,0,3,83,180,139,57,60,22,77.2,1561,10,24,7,0,60.8,0,62.3,60.6,54.2,58.8,65.5,62.8,54.2,59.5,49.3,47.4,52.0,60.7
SP2026CSE1337,Tarun Menon,tarun.menon1337@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,7,2,8.22,8.35,81.7,0,75.9,68.5,85.4,82.1,44.5,45.0,34.5,29.5,2,73.4,0,0,3,42,221,173,81,63,29,78.3,1809,18,5,4,0,67.8,0,71.6,85.2,78.9,71.2,83.1,74.2,67.5,68.0,56.8,80.1,75.1,57.7
SP2026EEE1338,Alex Gupta,alex.gupta1338@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,5,7,6.44,6.33,76.3,1,43.9,39.5,57.4,51.1,54.0,53.2,69.9,47.0,3,73.4,0,0,1,73,29,22,9,9,4,75.9,1534,7,7,8,2,42.3,0,32.1,45.9,42.7,30.2,53.2,39.1,31.6,30.0,41.9,42.9,35.1,45.8
SP2026ECE1339,Siddharth Bhat,siddharth.bhat1339@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,7,5,7.38,7.53,80.5,0,79.1,70.9,69.5,67.2,88.1,85.1,76.2,28.5,3,88.1,0,0,5,138,275,244,103,95,46,88.7,1912,18,12,3,1,76.5,1,77.0,77.6,73.1,77.0,78.2,70.8,63.3,72.4,84.5,76.9,63.4,68.0
SP2026IT1340,Aarav Agarwal,aarav.agarwal1340@skillpilot.edu,Information Technology (IT),IT,4,7,7,7.36,7.0,75.3,0,64.8,38.6,51.2,44.4,61.4,68.6,26.9,17.5,3,79.5,1,3,2,87,54,49,21,17,11,90.7,1471,8,10,6,0,64.7,0,66.6,72.8,60.1,69.4,62.1,59.8,62.5,66.1,65.0,53.3,66.2,69.3
SP2026CSE1341,Sanjay Sen,sanjay.sen1341@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,7,7.24,7.2,71.2,0,46.5,57.2,53.4,57.6,63.5,67.9,38.9,15.5,1,78.1,0,0,3,71,77,70,37,28,5,90.9,1664,11,4,7,0,53.9,0,26.7,23.6,42.4,38.7,50.1,51.6,44.5,44.9,26.8,50.7,36.3,56.2
SP2026IT1342,Neha Das,neha.das1342@skillpilot.edu,Information Technology (IT),IT,4,8,0,9.12,8.9,88.4,0,51.9,51.9,80.5,72.5,66.4,67.3,28.8,23.7,2,61.3,1,2,2,49,40,34,16,13,5,85.0,1606,14,9,7,0,69.3,0,41.9,35.3,54.4,54.3,50.4,56.2,59.8,54.7,35.8,49.7,37.9,35.9
SP2026ECE1343,Yash Patel,yash.patel1343@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,1,7.65,7.37,74.7,0,86.3,94.5,80.0,82.0,64.9,70.5,81.4,37.8,2,75.2,2,4,1,119,398,323,162,118,43,81.2,2080,21,28,1,1,85.3,1,78.2,73.8,72.6,79.5,85.3,94.1,63.5,73.4,79.0,63.6,74.4,79.8
SP2026ECE1344,Rohan Joshi,rohan.joshi1344@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,7,7.08,7.23,71.6,0,55.4,46.1,58.5,55.7,58.7,56.7,80.9,41.3,2,61.6,0,0,3,82,35,27,12,9,6,77.1,1606,13,9,6,1,55.7,0,83.1,74.8,72.1,84.3,36.0,35.8,58.2,58.1,52.3,58.1,37.8,46.3
SP2026CSE1345,Ishaan Agarwal,ishaan.agarwal1345@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,5,8.55,8.95,80.3,0,87.8,74.2,78.7,76.7,83.5,76.6,34.8,21.2,4,96.2,0,0,6,129,227,195,86,69,40,85.9,1921,16,38,2,0,83.2,1,80.7,93.8,82.4,84.2,80.6,92.6,92.6,84.3,96.3,84.5,71.7,67.2
SP2026MEC1346,Kavya Patel,kavya.patel1346@skillpilot.edu,Mechanical Engineering,MECH,3,5,6,8.68,8.99,94.7,0,77.3,76.6,88.5,87.7,78.5,80.2,38.6,70.8,3,94.9,1,5,4,145,403,317,129,116,72,78.7,2009,18,24,2,0,86.0,1,77.7,58.5,84.7,55.0,56.4,56.0,72.8,85.4,71.6,75.5,54.0,69.2
SP2026CSE1347,Elena Agarwal,elena.agarwal1347@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,4,7.91,7.88,76.1,0,89.2,84.2,85.1,85.4,77.1,76.5,39.0,33.1,3,75.9,0,0,2,55,479,417,186,187,44,87.1,2112,24,27,1,0,81.3,1,70.4,83.1,95.0,86.3,92.1,81.3,96.8,88.5,91.2,81.2,97.4,84.9
SP2026AID1348,Zoya Verma,zoya.verma1348@skillpilot.edu,Artificial Intelligence & Data Science (AI & DS),AIDS,3,5,2,7.54,7.75,79.9,0,67.2,65.5,93.6,84.2,50.7,54.0,37.3,33.9,3,61.0,1,3,2,49,242,187,100,82,5,77.3,1817,17,38,4,0,76.2,1,61.6,45.4,65.6,66.8,67.1,71.1,61.0,64.8,64.9,63.5,46.0,73.6
SP2026IT1349,Varun Reddy,varun.reddy1349@skillpilot.edu,Information Technology (IT),IT,4,8,6,9.5,9.31,90.9,0,93.2,93.7,90.6,88.7,80.8,85.1,24.7,30.1,3,95.1,1,4,4,122,607,452,240,175,37,74.5,2204,27,19,0,0,93.5,1,78.9,83.0,89.9,94.5,100.0,86.0,95.7,96.4,93.1,84.6,69.9,69.7
SP2026CSE1350,Dev Iyer,dev.iyer1350@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,7,7.28,7.22,73.0,1,62.6,51.5,67.8,59.0,53.3,57.0,27.2,23.7,3,76.4,1,4,1,74,74,66,29,26,11,89.2,1607,12,8,6,0,55.6,0,70.9,52.7,56.4,60.6,65.1,54.7,53.2,61.7,60.6,70.6,70.9,60.3
SP2026CIV1351,Aditya Mehta,aditya.mehta1351@skillpilot.edu,Civil Engineering,CIVIL,4,7,3,8.93,9.21,83.5,0,43.2,41.7,79.9,61.6,72.9,80.4,26.4,74.1,2,81.6,0,0,3,45,75,56,26,20,10,74.7,1564,13,4,8,0,61.7,0,40.0,33.0,26.1,35.8,35.9,26.4,27.2,44.9,31.9,22.6,42.0,22.5
SP2026CIV1352,Chetan Kulkarni,chetan.kulkarni1352@skillpilot.edu,Civil Engineering,CIVIL,3,6,1,6.61,6.43,77.3,0,78.4,70.7,81.3,76.3,72.0,64.9,27.4,72.8,2,83.0,2,4,2,62,297,266,126,95,45,89.6,1896,20,29,3,0,77.2,1,78.7,57.2,85.3,82.1,77.5,57.8,56.2,65.8,84.9,79.6,57.0,60.2
SP2026CSE1353,Vikram Menon,vikram.menon1353@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,5,3,8.11,7.93,82.9,0,67.5,55.5,73.1,71.0,77.1,75.3,30.0,25.7,2,67.1,1,2,2,84,158,118,55,46,17,74.7,1730,16,30,5,0,72.3,1,63.4,49.6,73.3,68.6,68.3,59.9,58.9,63.0,57.4,60.5,66.4,67.9
SP2026ECE1354,Deepika Gupta,deepika.gupta1354@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,4,7.83,7.89,80.9,0,93.7,76.5,80.6,76.6,68.1,71.2,46.7,33.3,1,70.0,0,0,3,69,435,359,184,159,16,82.5,2011,22,19,1,4,72.1,1,37.4,38.9,39.4,50.0,100.0,96.1,89.6,85.7,93.0,86.8,84.7,93.5
SP2026ECE1355,Priya Banerjee,priya.banerjee1355@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,6,9.18,8.99,87.1,0,95.2,90.8,89.5,90.8,90.7,91.3,78.4,39.1,4,97.4,1,4,4,142,312,236,114,105,17,75.6,2066,24,16,0,1,92.3,1,77.8,82.8,70.4,81.0,84.3,74.7,70.4,96.2,73.0,81.9,94.0,95.2
SP2026IT1356,Manish Singh,manish.singh1356@skillpilot.edu,Information Technology (IT),IT,4,7,5,7.47,7.8,84.7,0,81.5,83.3,83.5,81.3,81.7,80.0,38.4,32.3,3,96.3,1,3,5,113,259,213,90,75,48,82.2,1956,20,10,2,0,82.9,1,64.4,84.4,75.5,79.8,89.1,87.1,87.1,85.4,66.5,80.2,79.6,58.6
SP2026AIM1357,Dev Banerjee,dev.banerjee1357@skillpilot.edu,Artificial Intelligence & Machine Learning (AI/ML),AIML,4,8,4,8.21,8.12,85.7,0,93.9,91.5,78.2,86.9,76.4,84.6,42.2,19.7,1,72.1,0,0,2,90,324,261,125,115,21,80.6,2025,18,12,0,0,76.9,1,100.0,74.2,92.8,86.4,86.9,98.8,96.3,89.2,98.5,98.9,85.1,99.6
SP2026IT1358,Marcus Banerjee,marcus.banerjee1358@skillpilot.edu,Information Technology (IT),IT,4,7,7,6.21,6.04,77.9,2,64.1,50.2,58.3,55.3,59.8,60.3,39.0,15.8,2,66.7,0,0,1,42,55,44,23,15,6,80.0,1590,13,12,5,0,31.0,0,56.2,48.9,64.6,61.9,54.2,66.7,61.0,69.8,52.3,43.0,70.3,57.0
SP2026CSE1359,Deepika Sen,deepika.sen1359@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,8,0,8.93,8.67,89.8,0,58.0,39.0,90.0,73.5,81.3,78.2,23.4,29.3,1,69.9,0,0,1,51,48,43,21,18,4,89.6,1549,7,6,7,0,61.5,0,62.7,34.8,61.7,58.4,63.2,54.7,60.3,63.5,33.0,54.3,50.6,43.4
SP2026EEE1360,Vikram Patel,vikram.patel1360@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,8,5,8.38,8.28,84.5,0,75.0,60.8,77.1,65.8,77.3,84.5,69.4,31.7,5,97.8,0,0,3,124,310,266,143,112,11,85.8,1847,19,29,4,2,79.9,1,85.0,52.8,60.3,83.1,50.1,82.4,60.6,84.3,78.5,68.3,78.6,64.3
SP2026CSE1361,Aditi Agarwal,aditi.agarwal1361@skillpilot.edu,Computer Science and Engineering (CSE),CSE,3,6,5,8.19,8.16,78.3,0,92.2,70.0,74.7,75.2,82.7,80.0,44.7,29.6,4,95.3,1,3,3,134,208,172,90,75,7,82.7,1792,17,20,2,0,82.1,1,95.3,91.8,83.9,84.5,99.8,90.5,87.9,87.0,89.9,72.9,94.2,87.6
SP2026CSE1362,Rahul Menon,rahul.menon1362@skillpilot.edu,Computer Science and Engineering (CSE),CSE,4,7,7,7.18,7.05,77.9,2,52.6,56.5,49.2,48.5,65.1,61.5,37.5,20.8,2,79.6,1,3,3,43,41,37,19,15,3,90.2,1608,11,12,6,0,36.3,0,46.5,45.7,53.8,44.8,42.8,49.2,54.2,53.1,34.1,42.9,29.8,59.1
SP2026ECE1363,Meera Pillai,meera.pillai1363@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,4,8,6,8.67,8.33,86.4,0,89.4,88.7,85.3,84.6,80.2,84.5,80.8,32.2,3,94.2,2,4,3,107,398,358,181,157,20,89.9,2124,24,22,0,1,89.7,1,83.1,73.4,77.3,76.4,85.9,64.7,71.0,73.3,76.3,92.7,79.7,90.1
SP2026ECE1364,Kavya Kapoor,kavya.kapoor1364@skillpilot.edu,Electronics and Communication Engineering (ECE),ECE,3,5,7,6.35,6.66,78.5,2,61.9,47.7,54.4,49.9,62.9,66.5,75.4,25.3,1,78.9,0,0,1,46,48,37,19,15,3,77.1,1558,11,4,6,2,27.0,0,81.6,80.1,68.7,74.6,41.9,59.2,48.7,54.5,53.0,67.5,42.4,70.2
SP2026EEE1365,Riya Gupta,riya.gupta1365@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,3,5,5,7.65,7.79,83.8,0,67.7,72.5,77.8,76.2,83.6,88.9,73.0,47.6,3,85.2,1,3,4,124,288,256,106,111,39,88.9,1897,20,19,3,2,80.4,1,56.0,51.3,46.4,45.6,76.9,55.8,71.7,72.0,56.3,73.9,57.6,50.5
SP2026EEE1366,Divya Rao,divya.rao1366@skillpilot.edu,Electrical and Electronics Engineering (EEE),EEE,4,8,0,9.2,9.07,91.0,0,35.2,37.0,80.3,65.3,84.0,82.4,74.4,35.3,1,73.8,0,0,3,79,60,51,21,21,9,85.0,1544,9,11,9,2,58.5,0,13.8,24.0,38.5,41.2,42.4,22.9,34.3,36.5,41.8,24.3,10.7,17.6
SP2026IT1367,Sanjay Reddy,sanjay.reddy1367@skillpilot.edu,Information Technology (IT),IT,3,6,3,8.95,8.58,86.4,0,62.9,52.1,82.7,74.6,68.2,66.6,25.7,20.7,2,70.4,0,0,2,78,160,124,57,51,16,77.5,1621,14,14,6,0,67.5,1,45.7,46.5,66.2,55.7,53.8,61.5,62.6,60.8,51.3,61.8,50.7,47.8
SP2026IT1368,Yash Kapoor,yash.kapoor1368@skillpilot.edu,Information Technology (IT),IT,3,5,5,8.33,8.28,84.0,0,94.6,78.5,78.8,81.6,82.0,78.1,32.8,21.2,5,95.0,1,3,6,130,157,134,69,47,18,85.4,1904,16,43,1,0,84.2,1,75.5,79.5,94.2,92.6,87.8,93.6,100.0,100.0,74.5,85.6,83.9,95.7
